"No.","Time","Source","Destination","Protocol","Length","Info"
"19172","18.744236","10.100.102.1","10.100.102.6","DNS","272","Standard query response 0x6df2 A images.taboola.com CNAME tls13.taboola.map.fastly.net A 151.101.13.44 NS ns4.fastly.net NS ns3.fastly.net NS ns1.fastly.net NS ns2.fastly.net A 23.235.32.32 A 104.156.80.32 A 23.235.36.32 A 104.156.84.32"
"19173","18.744236","10.100.102.1","10.100.102.6","DNS","269","Standard query response 0xb0a4 A trc.taboola.com CNAME tls13.taboola.map.fastly.net A 151.101.13.44 NS ns4.fastly.net NS ns3.fastly.net NS ns1.fastly.net NS ns2.fastly.net A 23.235.32.32 A 104.156.80.32 A 23.235.36.32 A 104.156.84.32"
"19774","19.356004","10.100.102.6","10.100.102.1","DNS","74","Standard query 0x8bca A e.infogram.com"
"19782","19.364952","10.100.102.1","10.100.102.6","DNS","323","Standard query response 0x8bca A e.infogram.com A 13.225.255.36 A 13.225.255.67 A 13.225.255.39 A 13.225.255.16 NS ns-717.awsdns-25.net NS ns-1891.awsdns-44.co.uk NS ns-156.awsdns-19.com NS ns-1095.awsdns-08.org A 205.251.192.156 A 205.251.194.205 A 205.251.196.71"
"19894","19.443115","10.100.102.6","10.100.102.1","DNS","71","Standard query 0x80a6 A cdn.jifo.co"
"19911","19.453547","10.100.102.1","10.100.102.6","DNS","442","Standard query response 0x80a6 A cdn.jifo.co A 104.26.7.6 A 172.67.74.6 A 104.26.6.6 NS george.ns.cloudflare.com NS serena.ns.cloudflare.com A 173.245.59.167 A 108.162.193.167 A 172.64.33.167 A 172.64.32.220 A 173.245.58.220 A 108.162.192.220 AAAA 2803:f800:50::6ca2:c1a7 AAAA 2a06:98c1:50::ac40:21a7 AAAA 2606:4700:58::adf5:3ba7 AAAA 2a06:98c1:50::ac40:20dc AAAA 2606:4700:50::adf5:3adc AAAA 2803:f800:50::6ca2:c0dc"
"19926","19.473416","10.100.102.6","10.100.102.1","DNS","74","Standard query 0x252c A s.infogram.com"
"19930","19.485335","10.100.102.1","10.100.102.6","DNS","291","Standard query response 0x252c A s.infogram.com A 34.241.90.217 A 18.203.122.98 A 52.30.33.23 NS ns-717.awsdns-25.net NS ns-1891.awsdns-44.co.uk NS ns-156.awsdns-19.com NS ns-1095.awsdns-08.org A 205.251.192.156 A 205.251.194.205"
"20117","19.635740","10.100.102.6","10.100.102.1","DNS","82","Standard query 0x51fc A scomcluster.cxense.com"
"20124","19.643729","10.100.102.1","10.100.102.6","DNS","307","Standard query response 0x51fc A scomcluster.cxense.com CNAME comcluster.cxense.com A 178.63.12.208 NS ns-1268.awsdns-30.org NS ns-1864.awsdns-41.co.uk NS ns-935.awsdns-52.net NS ns-97.awsdns-12.com A 205.251.192.97 A 205.251.195.167 A 205.251.196.244"
"20361","19.907940","10.100.102.6","10.100.102.1","DNS","78","Standard query 0xfb67 A mydmp.exelator.com"
"20362","19.920455","10.100.102.1","10.100.102.6","DNS","551","Standard query response 0xfb67 A mydmp.exelator.com CNAME loadus.tm.ssl.exelator.com CNAME eu-west.load.exelator.com CNAME load-euc1.exelator.com A 18.198.126.47 NS dns2.p03.nsone.net NS dns3.p03.nsone.net NS ns01.thetexi.com NS dns4.p03.nsone.net NS dns1.p03.nsone.net NS ns02.thetexi.com NS ns03.thetexi.com A 198.51.44.3 A 198.51.45.3 A 198.51.44.67 A 198.51.45.67 A 104.225.34.1 A 104.225.34.65 A 104.225.34.129 AAAA 2620:4d:4000:6259:7:3:0:1 AAAA 2a00:edc0:6259:7:3::2 AAAA 2620:4d:4000:6259:7:3:0:3 AAAA 2a00:edc0:6259:7:3::4"
"20365","19.931907","10.100.102.6","10.100.102.1","DNS","80","Standard query 0xead0 A bam-cell.nr-data.net"
"20379","19.945284","10.100.102.1","10.100.102.6","DNS","470","Standard query response 0xead0 A bam-cell.nr-data.net CNAME tls12.newrelic.com.cdn.cloudflare.net A 162.247.243.146 A 162.247.243.147 NS ns1.cloudflare.net NS ns3.cloudflare.net NS ns2.cloudflare.net NS ns5.cloudflare.net NS ns4.cloudflare.net A 173.245.59.31 A 198.41.222.131 A 198.41.222.31 A 198.41.223.131 A 198.41.223.31 AAAA 2400:cb00:2049:1::adf5:3b1f AAAA 2400:cb00:2049:1::c629:de83 AAAA 2400:cb00:2049:1::c629:de1f AAAA 2400:cb00:2049:1::c629:df83 AAAA 2400:cb00:2049:1::c629:df1f"
"20637","20.206297","10.100.102.6","10.100.102.1","DNS","92","Standard query 0xb2f4 A onsite-tag-logs.apps.nielsen.com"
"20638","20.217064","10.100.102.1","10.100.102.6","DNS","405","Standard query response 0xb2f4 A onsite-tag-logs.apps.nielsen.com CNAME nmcapps-onsite-tag-external-alb-315845598.us-east-1.elb.amazonaws.com A 34.192.95.221 A 54.236.130.213 A 3.92.114.255 NS ns-1119.awsdns-11.org NS ns-934.awsdns-52.net NS ns-235.awsdns-29.com NS ns-1793.awsdns-32.co.uk A 205.251.192.235 A 205.251.195.166 A 205.251.196.95"
"21096","20.653927","10.100.102.6","10.100.102.1","DNS","84","Standard query 0xe9c6 A hls-video-ynet.yit.co.il"
"21099","20.661123","10.100.102.1","10.100.102.6","DNS","305","Standard query response 0xe9c6 A hls-video-ynet.yit.co.il CNAME yitprod.s.llnwi.net A 41.63.96.9 NS dns23.llnwi.net NS dns25.llnwi.net NS dns26.llnwi.net NS dns24.llnwi.net A 69.28.143.23 A 69.28.143.24 A 69.28.143.25 A 69.28.143.26 AAAA 2607:f4e8:ac2::26"
"23321","21.975800","10.100.102.6","10.100.102.1","DNS","78","Standard query 0x4d01 A pmi.flowplayer.com"
"23322","21.979856","10.100.102.6","10.100.102.1","DNS","76","Standard query 0x901e A stats.ynet.co.il"
"23329","21.983354","10.100.102.1","10.100.102.6","DNS","126","Standard query response 0x4d01 A pmi.flowplayer.com A 52.51.24.249 A 52.17.25.176 A 54.154.107.0"
"23333","21.989675","10.100.102.1","10.100.102.6","DNS","92","Standard query response 0x901e A stats.ynet.co.il A 192.115.82.108"
"68913","41.984121","10.100.102.6","10.100.102.1","DNS","76","Standard query 0xb7a4 A odb.outbrain.com"
"68922","41.993949","10.100.102.1","10.100.102.6","DNS","265","Standard query response 0xb7a4 A odb.outbrain.com CNAME outbrain.map.fastly.net A 151.101.14.132 NS ns4.fastly.net NS ns3.fastly.net NS ns1.fastly.net NS ns2.fastly.net A 23.235.32.32 A 104.156.80.32 A 23.235.36.32 A 104.156.84.32"
"69363","42.381524","10.100.102.6","10.100.102.1","DNS","84","Standard query 0x9a8b A mcdp-chidc2.outbrain.com"
"69367","42.393227","10.100.102.6","10.100.102.1","DNS","80","Standard query 0x3fb1 A widgets.outbrain.com"
"69368","42.396846","10.100.102.1","10.100.102.6","DNS","547","Standard query response 0x9a8b A mcdp-chidc2.outbrain.com CNAME chidc2.outbrain.org A 64.74.236.191 NS ns01.oblookup.com NS dns3.p05.nsone.net NS dns2.p05.nsone.net NS ns02.oblookup.com NS dns4.p05.nsone.net NS dns1.p05.nsone.net NS ns04.oblookup.com NS ns03.oblookup.com A 198.51.44.5 A 198.51.45.5 A 198.51.44.69 A 198.51.45.69 A 104.225.40.1 A 104.225.40.65 A 104.225.40.129 A 104.225.40.193 AAAA 2620:4d:4000:6259:7:5:0:1 AAAA 2a00:edc0:6259:7:5::2 AAAA 2620:4d:4000:6259:7:5:0:3 AAAA 2a00:edc0:6259:7:5::4"
"69371","42.405523","10.100.102.1","10.100.102.6","DNS","477","Standard query response 0x3fb1 A widgets.outbrain.com CNAME wildcard.outbrain.com.edgekey.net CNAME e10883.g.akamaiedge.net A 23.44.247.204 NS n7g.akamaiedge.net NS n3g.akamaiedge.net NS n0g.akamaiedge.net NS n2g.akamaiedge.net NS n1g.akamaiedge.net NS n6g.akamaiedge.net NS n5g.akamaiedge.net NS n4g.akamaiedge.net A 88.221.81.192 A 72.246.151.159 A 72.246.151.156 A 72.246.151.158 A 104.115.80.69 A 72.246.151.167 A 72.246.151.157 A 72.246.151.158 AAAA 2600:1480:e800::c0"
"69472","42.492197","10.100.102.6","10.100.102.1","DNS","84","Standard query 0xb609 A amplify-imp.outbrain.com"
"69474","42.495979","10.100.102.6","10.100.102.1","DNS","69","Standard query 0x8e2a A adrta.com"
"69475","42.500828","10.100.102.1","10.100.102.6","DNS","456","Standard query response 0xb609 A amplify-imp.outbrain.com CNAME alldcs.outbrain.org CNAME chidc2.outbrain.org A 64.74.236.191 NS ns01.oblookup.com NS dns3.p05.nsone.net NS dns2.p05.nsone.net NS ns02.oblookup.com NS dns4.p05.nsone.net NS dns1.p05.nsone.net NS ns04.oblookup.com NS ns03.oblookup.com A 198.51.44.5 A 198.51.45.5 A 198.51.44.69 A 198.51.45.69 A 104.225.40.1 A 104.225.40.65 A 104.225.40.129 A 104.225.40.193"
"69479","42.502456","10.100.102.1","10.100.102.6","DNS","197","Standard query response 0x8e2a A adrta.com A 35.171.91.133 A 34.192.110.91 A 52.73.177.143 A 34.234.56.208 A 54.157.90.255 A 3.210.126.214 A 54.146.153.101 A 23.21.45.234"
"69498","42.513880","10.100.102.6","10.100.102.1","DNS","82","Standard query 0xd6df A images.outbrainimg.com"
"69512","42.535671","10.100.102.1","10.100.102.6","DNS","487","Standard query response 0xd6df A images.outbrainimg.com CNAME images.outbrain.org CNAME wildcard.outbrainimg.com.edgekey.net CNAME e15144.d.akamaiedge.net A 23.44.241.180 NS n2d.akamaiedge.net NS n0d.akamaiedge.net NS n4d.akamaiedge.net NS n7d.akamaiedge.net NS n5d.akamaiedge.net NS n3d.akamaiedge.net NS n1d.akamaiedge.net NS n6d.akamaiedge.net A 88.221.81.192 A 72.246.151.159 A 72.246.151.156 A 72.246.151.172 A 104.115.80.69 A 72.246.151.167 A 212.25.69.156 A 72.246.151.158"
"70040","42.978169","10.100.102.6","10.100.102.1","DNS","74","Standard query 0x0bff A ipds.adrta.com"
"70041","42.985729","10.100.102.1","10.100.102.6","DNS","202","Standard query response 0x0bff A ipds.adrta.com A 34.234.56.208 A 54.210.189.144 A 54.156.238.141 A 52.73.177.143 A 54.146.153.101 A 54.86.131.81 A 107.23.193.223 A 3.210.126.214"
"78337","48.105277","10.100.102.6","10.100.102.1","DNS","75","Standard query 0xcd8f A img.youtube.com"
"78363","48.117962","10.100.102.1","10.100.102.6","DNS","552","Standard query response 0xcd8f A img.youtube.com CNAME ytimg.l.google.com A 172.217.169.78 A 216.58.204.238 A 216.58.204.46 A 216.58.213.110 A 172.217.20.142 A 216.58.205.46 A 216.58.212.238 A 172.217.169.46 A 216.58.210.238 A 216.58.198.174 A 216.58.206.110 A 216.58.213.14 A 216.58.210.46 A 216.58.210.206 A 142.250.178.14 A 216.58.204.14 NS ns1.google.com NS ns4.google.com NS ns3.google.com NS ns2.google.com A 216.239.32.10 A 216.239.34.10 A 216.239.36.10 A 216.239.38.10 AAAA 2001:4860:4802:32::a AAAA 2001:4860:4802:34::a"
"78788","48.387879","10.100.102.6","10.100.102.1","DNS","90","Standard query 0x1bc4 A dev.visualwebsiteoptimizer.com"
"78809","48.404077","10.100.102.1","10.100.102.6","DNS","106","Standard query response 0x1bc4 A dev.visualwebsiteoptimizer.com A 34.96.102.137"
"79938","49.298653","10.100.102.6","10.100.102.1","DNS","89","Standard query 0x9fc7 A d3lopmpcew67el.cloudfront.net"
"79969","49.307280","10.100.102.1","10.100.102.6","DNS","322","Standard query response 0x9fc7 A d3lopmpcew67el.cloudfront.net A 13.226.0.31 A 13.226.0.84 A 13.226.0.69 A 13.226.0.172 NS ns-1666.awsdns-16.co.uk NS ns-580.awsdns-08.net NS ns-225.awsdns-28.com NS ns-1416.awsdns-49.org A 205.251.192.225 A 205.251.194.68"
"81315","50.601540","10.100.102.6","10.100.102.1","DNS","85","Standard query 0xe48f A rgesport5-vh.akamaihd.net"
"81323","50.612009","10.100.102.1","10.100.102.6","DNS","491","Standard query response 0xe48f A rgesport5-vh.akamaihd.net CNAME a747.w10.akamai.net A 82.166.201.179 A 82.166.201.194 NS n0w10.akamai.net NS n1w10.akamai.net NS n5w10.akamai.net NS n7w10.akamai.net NS n2w10.akamai.net NS n6w10.akamai.net NS n3w10.akamai.net NS n4w10.akamai.net A 88.221.81.192 A 2.16.219.132 A 2.16.219.130 A 2.16.216.230 A 2.16.216.229 A 2.16.216.231 A 2.22.242.183 A 88.221.255.76 AAAA 2600:1480:e800::c0 AAAA 2a02:26f0:5c:f000:f31:5c96:9ecc:5e91"
"81541","50.750989","10.100.102.6","10.100.102.1","DNS","74","Standard query 0x1b3c A www.ynet.co.il"
"81543","50.754909","10.100.102.6","10.100.102.1","DNS","76","Standard query 0x7d57 A sf.exposebox.com"
"81615","50.796736","10.100.102.6","10.100.102.1","DNS","76","Standard query 0x7d57 A sf.exposebox.com"
"81616","50.796736","10.100.102.6","10.100.102.1","DNS","74","Standard query 0x1b3c A www.ynet.co.il"
"81958","51.157237","10.100.102.1","10.100.102.6","DNS","450","Standard query response 0x1b3c A www.ynet.co.il CNAME www.ynet.co.il-v1.edgekey.net CNAME e12476.dscb.akamaiedge.net A 95.101.160.206 NS n3dscb.akamaiedge.net NS n2dscb.akamaiedge.net NS n0dscb.akamaiedge.net NS n4dscb.akamaiedge.net NS n1dscb.akamaiedge.net NS n5dscb.akamaiedge.net NS n6dscb.akamaiedge.net NS n7dscb.akamaiedge.net A 72.246.151.159 A 212.25.69.156 A 72.246.151.172 A 72.246.151.173 A 72.246.151.167 A 72.246.151.157 A 72.246.151.158"
"81966","51.162028","10.100.102.1","10.100.102.6","DNS","277","Standard query response 0x7d57 A sf.exposebox.com A 35.186.243.63 NS ns-1334.awsdns-38.org NS ns-948.awsdns-54.net NS ns-295.awsdns-36.com NS ns-2024.awsdns-61.co.uk A 205.251.193.39 A 205.251.195.180 A 205.251.197.54"
"82054","51.181277","10.100.102.1","10.100.102.6","DNS","450","Standard query response 0x1b3c A www.ynet.co.il CNAME www.ynet.co.il-v1.edgekey.net CNAME e12476.dscb.akamaiedge.net A 95.101.160.206 NS n3dscb.akamaiedge.net NS n2dscb.akamaiedge.net NS n0dscb.akamaiedge.net NS n4dscb.akamaiedge.net NS n1dscb.akamaiedge.net NS n5dscb.akamaiedge.net NS n6dscb.akamaiedge.net NS n7dscb.akamaiedge.net A 72.246.151.159 A 212.25.69.156 A 72.246.151.172 A 72.246.151.173 A 72.246.151.167 A 72.246.151.157 A 72.246.151.158"
"82055","51.181277","10.100.102.1","10.100.102.6","DNS","277","Standard query response 0x7d57 A sf.exposebox.com A 35.186.243.63 NS ns-1334.awsdns-38.org NS ns-948.awsdns-54.net NS ns-295.awsdns-36.com NS ns-2024.awsdns-61.co.uk A 205.251.193.39 A 205.251.195.180 A 205.251.197.54"
"83541","51.502511","10.100.102.6","10.100.102.1","DNS","89","Standard query 0xf636 A d1clufhfw8sswh.cloudfront.net"
"83557","51.510681","10.100.102.1","10.100.102.6","DNS","156","Standard query response 0xf636 A d1clufhfw8sswh.cloudfront.net SOA ns-418.awsdns-52.com"
"85498","52.939832","10.100.102.6","10.100.102.1","DNS","77","Standard query 0xc1c8 A static.hotjar.com"
"85501","52.953444","10.100.102.1","10.100.102.6","DNS","351","Standard query response 0xc1c8 A static.hotjar.com CNAME static-cdn.hotjar.com A 13.225.255.35 A 13.225.255.108 A 13.225.255.104 A 13.225.255.5 NS ns-873.awsdns-45.net NS ns-474.awsdns-59.com NS ns-1740.awsdns-25.co.uk NS ns-1049.awsdns-03.org A 205.251.193.218 A 205.251.195.105 A 205.251.196.25"
"86308","53.604387","10.100.102.6","10.100.102.1","DNS","75","Standard query 0x4b0d A c.go-mpulse.net"
"86309","53.627426","10.100.102.1","10.100.102.6","DNS","497","Standard query response 0x4b0d A c.go-mpulse.net CNAME wildcard46.go-mpulse.net.edgekey.net CNAME e4518.dscapi7.akamaiedge.net A 88.221.157.150 NS n6dscapi7.akamaiedge.net NS n2dscapi7.akamaiedge.net NS n5dscapi7.akamaiedge.net NS n1dscapi7.akamaiedge.net NS n0dscapi7.akamaiedge.net NS n4dscapi7.akamaiedge.net NS n3dscapi7.akamaiedge.net NS n7dscapi7.akamaiedge.net A 88.221.81.192 A 72.246.151.159 A 212.25.69.156 A 72.246.151.158 A 104.115.80.69 A 72.246.151.157 A 72.246.151.157 A 72.246.151.172"
"87954","54.928503","10.100.102.6","10.100.102.1","DNS","124","Standard query 0x80d9 A fc2a7692c48966859dd9bc9ba8b3d13e.safeframe.googlesyndication.com"
"87999","54.963993","10.100.102.6","10.100.102.1","DNS","124","Standard query 0x80d9 A fc2a7692c48966859dd9bc9ba8b3d13e.safeframe.googlesyndication.com"
"88056","55.013655","10.100.102.1","10.100.102.6","DNS","431","Standard query response 0x80d9 A fc2a7692c48966859dd9bc9ba8b3d13e.safeframe.googlesyndication.com CNAME pagead-googlehosted.l.google.com A 216.58.212.225 NS ns4.google.com NS ns2.google.com NS ns1.google.com NS ns3.google.com A 216.239.32.10 A 216.239.34.10 A 216.239.36.10 A 216.239.38.10 AAAA 2001:4860:4802:32::a AAAA 2001:4860:4802:34::a AAAA 2001:4860:4802:36::a AAAA 2001:4860:4802:38::a"
"88097","55.044120","10.100.102.1","10.100.102.6","DNS","403","Standard query response 0x80d9 A fc2a7692c48966859dd9bc9ba8b3d13e.safeframe.googlesyndication.com CNAME pagead-googlehosted.l.google.com A 172.217.169.65 NS ns4.google.com NS ns3.google.com NS ns2.google.com NS ns1.google.com A 216.239.32.10 A 216.239.34.10 A 216.239.36.10 A 216.239.38.10 AAAA 2001:4860:4802:32::a AAAA 2001:4860:4802:34::a AAAA 2001:4860:4802:38::a"
"88377","55.296755","10.100.102.6","10.100.102.1","DNS","86","Standard query 0xca56 A encrypted-tbn0.gstatic.com"
"88385","55.305262","10.100.102.1","10.100.102.6","DNS","357","Standard query response 0xca56 A encrypted-tbn0.gstatic.com A 172.217.169.78 NS ns1.google.com NS ns3.google.com NS ns4.google.com NS ns2.google.com A 216.239.32.10 A 216.239.34.10 A 216.239.36.10 A 216.239.38.10 AAAA 2001:4860:4802:32::a AAAA 2001:4860:4802:34::a AAAA 2001:4860:4802:36::a AAAA 2001:4860:4802:38::a"
"88395","55.316195","10.100.102.6","10.100.102.1","DNS","78","Standard query 0x6d16 A cms.quantserve.com"
"88399","55.349475","10.100.102.1","10.100.102.6","DNS","390","Standard query response 0x6d16 A cms.quantserve.com CNAME 2kpixel.quantserve.com CNAME global.px.quantserve.com A 91.228.74.133 A 91.228.74.226 A 91.228.74.189 A 91.228.74.198 A 91.228.74.134 NS ns-1307.awsdns-35.org NS ns-1713.awsdns-22.co.uk NS ns-1018.awsdns-63.net NS ns-483.awsdns-60.com A 205.251.193.227 A 205.251.195.250 A 205.251.197.27"
"88552","55.430041","10.100.102.6","10.100.102.1","DNS","72","Standard query 0x3971 A cc.adingo.jp"
"88585","55.449106","10.100.102.1","10.100.102.6","DNS","388","Standard query response 0x3971 A cc.adingo.jp A 18.179.240.58 A 18.180.1.224 A 54.178.254.210 A 52.199.191.138 A 54.64.53.220 A 52.69.69.122 A 18.179.156.111 A 54.178.184.38 NS ns-1817.awsdns-35.co.uk NS ns-1470.awsdns-55.org NS ns-916.awsdns-50.net NS ns-492.awsdns-61.com A 205.251.193.236 A 205.251.195.148 A 205.251.197.190"
"88788","55.575242","10.100.102.6","10.100.102.1","DNS","86","Standard query 0x278c A encrypted-tbn1.gstatic.com"
"88815","55.590308","10.100.102.1","10.100.102.6","DNS","357","Standard query response 0x278c A encrypted-tbn1.gstatic.com A 216.58.210.238 NS ns1.google.com NS ns3.google.com NS ns4.google.com NS ns2.google.com A 216.239.32.10 A 216.239.34.10 A 216.239.36.10 A 216.239.38.10 AAAA 2001:4860:4802:32::a AAAA 2001:4860:4802:34::a AAAA 2001:4860:4802:36::a AAAA 2001:4860:4802:38::a"
"89002","55.703152","10.100.102.6","10.100.102.1","DNS","80","Standard query 0x4b53 A cm.g.doubleclick.net"
"89178","55.742398","10.100.102.6","10.100.102.1","DNS","80","Standard query 0x4b53 A cm.g.doubleclick.net"
"89231","55.754667","10.100.102.1","10.100.102.6","DNS","326","Standard query response 0x4b53 A cm.g.doubleclick.net A 172.217.169.66 NS ns4.google.com NS ns1.google.com NS ns3.google.com NS ns2.google.com A 216.239.32.10 A 216.239.34.10 A 216.239.36.10 A 216.239.38.10 AAAA 2001:4860:4802:32::a AAAA 2001:4860:4802:34::a AAAA 2001:4860:4802:38::a"
"89375","55.773599","10.100.102.1","10.100.102.6","DNS","326","Standard query response 0x4b53 A cm.g.doubleclick.net A 172.217.169.66 NS ns4.google.com NS ns1.google.com NS ns3.google.com NS ns2.google.com A 216.239.32.10 A 216.239.34.10 A 216.239.36.10 A 216.239.38.10 AAAA 2001:4860:4802:32::a AAAA 2001:4860:4802:34::a AAAA 2001:4860:4802:38::a"
"95412","60.105667","10.100.102.6","10.100.102.1","DNS","79","Standard query 0xc82a A clients4.google.com"
"95413","60.115501","10.100.102.1","10.100.102.6","DNS","367","Standard query response 0xc82a A clients4.google.com CNAME clients.l.google.com A 216.58.210.46 NS ns1.google.com NS ns4.google.com NS ns3.google.com NS ns2.google.com A 216.239.32.10 A 216.239.34.10 A 216.239.36.10 A 216.239.38.10 AAAA 2001:4860:4802:32::a AAAA 2001:4860:4802:34::a AAAA 2001:4860:4802:36::a AAAA 2001:4860:4802:38::a"
